Título,Autor,Serie,Valoración,Votos
"BORN TO RUN: A HIDDEN TRIBE, SUPERATHLETES, AND THE GREATEST RACE THE WORLD HAS NEVER SEEN",Christopher McDougall,,4.3,214112
THE LIES OF LOCKE LAMORA,Scott Lynch,Gentleman Bastard #1,4.3,297037
LAW MAN,Kristen Ashley,Dream Man #3,4.3,45620
A SAND COUNTY ALMANAC AND SKETCHES HERE AND THERE,Aldo Leopold,,4.3,32314
ثلاثية غرناطة,Radwa Ashour,,4.3,48306
MAKING FACES,Amy Harmon,,4.3,75421
TIGER'S QUEST,Colleen Houck,The Tiger Saga #2,4.3,40540
THE ADVENTURES OF SHERLOCK HOLMES,Arthur Conan Doyle,Sherlock Holmes #3,4.3,300556
PRIDE AND PREJUDICE,Jane Austen,,4.29,4280986
102 MINUTES: THE UNTOLD STORY OF THE FIGHT TO SURVIVE INSIDE THE TWIN TOWERS,Jim Dwyer,,4.29,11052
THE FORCE OF WIND,Elizabeth   Hunter,Elemental Mysteries #3,4.29,13833
THE DARK IS RISING SEQUENCE,Susan Cooper,The Dark is Rising #1-5,4.29,16486
LILAC GIRLS,Martha Hall Kelly,Lilac Girls #1,4.29,304046
TRINITY,Leon Uris,,4.29,23992
POWERLESS,Lauren  Roberts,The Powerless Trilogy #1,4.29,174041
GLASS,Ellen Hopkins,Crank #2,4.29,69971
DAUGHTER OF THE EMPIRE,Raymond E. Feist,The Empire Trilogy #1,4.29,38290
SWORD IN THE STORM,David Gemmell,The Rigante #1,4.29,11937
THE EARTHSEA QUARTET,Ursula K. Le Guin,Earthsea Cycle #1-4,4.29,11583
THE STAFF OF SERAPIS,Rick Riordan,Demigods & Magicians #2,4.29,32008
THE COMPLETE FAIRY TALES,Hans Christian Andersen,,4.29,107087
DEATH MASKS,Jim Butcher,The Dresden Files #5,4.29,138209
DEEPER THAN MIDNIGHT,Lara Adrian,Midnight Breed #9,4.29,21297
THE LESBIANA'S GUIDE TO CATHOLIC SCHOOL,Sonora Reyes,,4.29,21780
DIVERGENT SERIES COMPLETE BOX SET,Veronica Roth,Divergent #1-3,4.29,46544
THE DEMON-HAUNTED WORLD: SCIENCE AS A CANDLE IN THE DARK,Carl Sagan,,4.29,73654
THE RAVEN,Edgar Allan Poe,,4.29,146975
THE HOBBIT,J.R.R. Tolkien,The Lord of the Rings #0,4.29,3987562
FROI OF THE EXILES,Melina Marchetta,Lumatere Chronicles #2,4.29,17066
THE DIAMOND EYE,Kate Quinn,,4.29,137014
THE LANGUAGE OF THORNS: MIDNIGHT TALES AND DANGEROUS MAGIC,Leigh Bardugo,Grishaverse #0.5 2.5 2.6,4.29,58219
SWAN SONG,Robert McCammon,,4.29,68318
THE MASTER AND MARGARITA,Mikhail Bulgakov,,4.29,354937
THE BODY,Robin Waterfield,,4.29,43224
HERE BE DRAGONS,Sharon Kay Penman,Welsh Princes #1,4.29,24017
ALL RHODES LEAD HERE,Mariana Zapata,,4.29,112214
SHARPE'S EAGLE,Bernard Cornwell,Sharpe #8,4.29,15469
I KNOW WHY THE CAGED BIRD SINGS,Maya Angelou,Maya Angelou's Autobiography #1,4.29,532220
CLASS A,Robert Muchamore,Cherub #2,4.29,25487
POINT OF IMPACT,Stephen Hunter,Bob Lee Swagger #1,4.29,17873
I AM PILGRIM,Terry Hayes,,4.29,171717
"COLLECTED POEMS, 1909-1962",T.S. Eliot,,4.29,21082
FERMAT'S ENIGMA,Simon Singh,,4.29,30999
HARD LAND,Benedict Wells,,4.29,14809
HOWL’S MOVING CASTLE,Diana Wynne Jones,Howl’s Moving Castle #1,4.29,359025
ANGELS IN AMERICA,Tony Kushner,,4.29,21558
THE SILENT WATERS,Brittainy C. Cherry,Elements #3,4.29,36396
HIS DARK MATERIALS,Philip Pullman,His Dark Materials #1-3,4.29,161528
LOVER REVEALED,J.R. Ward,Black Dagger Brotherhood #4,4.29,137373
THE PROBLEM CHILD,Michael Buckley,The Sisters Grimm #3,4.29,21073
THE BELGARIAD BOXED SET: PAWN OF PROPHECY / QUEEN OF SORCERY / MAGICIAN'S GAMBIT / CASTLE OF WIZARDRY / ENCHANTERS' END GAME,David Eddings,The Belgariad #1-5,4.29,16133
BEARTOWN,Fredrik Backman,Beartown #1,4.29,442626
STARLIGHT,Erin Hunter,Warriors: The New Prophecy #4,4.29,27109
BARRAYAR,Lois McMaster Bujold,Vorkosigan Saga #7,4.29,29113
ONLY THE GOOD SPY YOUNG,Ally Carter,Gallagher Girls #4,4.29,67020
THE GIVER OF STARS,Jojo Moyes,,4.29,425128
FREEDOM FROM THE KNOWN,J. Krishnamurti,,4.29,10706
PLAYING WITH FIRE,Derek Landy,Skulduggery Pleasant #2,4.29,32048
RELENTLESS,Karen  Lynch,Relentless #1,4.29,25626
WAYLANDER,David Gemmell,The Drenai Saga #3,4.29,20284
A TREE GROWS IN BROOKLYN,Betty  Smith,,4.29,466799
"WHY THEY STAY: SEX SCANDALS, DEALS, AND HIDDEN AGENDAS OF NINE POLITICAL WIVES",Anne  Michaud,,4.29,12535
"GÖDEL, ESCHER, BACH: AN ETERNAL GOLDEN BRAID",Douglas R. Hofstadter,,4.29,49433
CARESSED BY ICE,Nalini Singh,Psy-Changeling #3,4.29,40166
KOMARR,Lois McMaster Bujold,Vorkosigan Saga #11,4.29,17482
THE MYSTERIOUS BENEDICT SOCIETY AND THE PRISONER'S DILEMMA,Trenton Lee Stewart,The Mysterious Benedict Society #3,4.29,41911
SCORPIA RISING,Anthony Horowitz,Alex Rider #9,4.29,33785
LIRAEL,Garth Nix,Abhorsen #2,4.29,118917
SEEDS OF REBELLION,Brandon Mull,Beyonders #2,4.29,30750
"DARING GREATLY: HOW THE COURAGE TO BE VULNERABLE TRANSFORMS THE WAY WE LIVE, LOVE, PARENT, AND LEAD",Brené Brown,,4.29,215744
"AN ARMY AT DAWN: THE WAR IN NORTH AFRICA, 1942-1943",Rick Atkinson,World War II Liberation Trilogy #1,4.29,20778
THREE DAY ROAD,Joseph Boyden,Bird Family Trilogy #1,4.29,24704
BETTER THAN THE MOVIES,Lynn Painter,Better than the Movies #1,4.29,367194
"WHY THEY STAY: SEX SCANDALS, DEALS, AND HIDDEN AGENDAS OF EIGHT POLITICAL WIVES",Anne  Michaud,,4.29,12535
AT GRAVE'S END,Jeaniene Frost,Night Huntress #3,4.29,89908
THE MINDS OF BILLY MILLIGAN,Daniel Keyes,,4.29,29300
TATIANA AND ALEXANDER,Paullina Simons,The Bronze Horseman #2,4.29,43653
THE BURNING MAZE,Rick Riordan,The Trials of Apollo #3,4.29,91722
SOUL EATER,Michelle Paver,Chronicles of Ancient Darkness #3,4.29,12964
TAI-PAN,James Clavell,Asian Saga #2,4.29,53127
VALIANT,Laurann Dohner,New Species #3,4.29,23568
THE SEA OF TRANQUILITY,Katja Millay,,4.29,86538
CITY OF THIEVES,David Benioff,,4.29,150246
STRANGE THE DREAMER,Laini Taylor,Strange the Dreamer #1,4.29,121519
"GIRL, WOMAN, OTHER",Bernardine Evaristo,,4.29,232187
THE MAGIC FARAWAY TREE,Enid Blyton,The Faraway Tree #2,4.29,36773
COLUMBINE,Dave Cullen,,4.29,92178
THE COMPLETE SHORT STORIES OF ERNEST HEMINGWAY,Ernest Hemingway,,4.29,36463
NEUROTRIBES: THE LEGACY OF AUTISM AND THE FUTURE OF NEURODIVERSITY,Steve Silberman,,4.29,15052
DARK NEEDS AT NIGHT'S EDGE,Kresley Cole,Immortals After Dark #4,4.29,51082
JUST FOR YOU,Mercer Mayer,A Golden Look-Look Book,4.29,27029
THE SHADOWS,J.R. Ward,Black Dagger Brotherhood #13,4.29,38561
SHIP OF DESTINY,Robin Hobb,Liveship Traders #3,4.29,73771
ONE FOOT IN THE GRAVE,Jeaniene Frost,Night Huntress #2,4.29,105030
BRING UP THE BODIES,Hilary Mantel,Thomas Cromwell #2,4.29,95517
A GRACIOUS ENEMY & AFTER THE WAR VOLUME ONE,Michael G. Kramer,,4.29,11028
NIGHTFALL,Penelope Douglas,Devil's Night #4,4.29,76661
KISS OF THE HIGHLANDER,Karen Marie Moning,Highlander #4,4.29,42822
OFF THE GRID,C.J. Box,Joe Pickett #16,4.29,19922
THE VARIETIES OF SCIENTIFIC EXPERIENCE: A PERSONAL VIEW OF THE SEARCH FOR GOD,Carl Sagan,,4.29,10385
NOW WE ARE SIX,A.A. Milne,Winnie-the-Pooh #4,4.29,22284
BETTER THAN THE MOVIES,Lynn Painter,Better than the Movies #1,4.29,367204
SWEET RECKONING,Wendy Higgins,Sweet #3,4.29,33866
THE WEE FREE MEN,Terry Pratchett,Discworld #30; Tiffany Aching #1,4.29,111947
FAEFEVER,Karen Marie Moning,Fever #3,4.29,103729
THIS ISN'T WHAT IT LOOKS LIKE,Pseudonymous Bosch,Secret #4,4.29,15422
THE SERPENT'S SHADOW,Rick Riordan,The Kane Chronicles #3,4.28,163650
THE GUERMANTES WAY,Marcel Proust,,4.28,10167
THIS IS HOW IT ALWAYS IS,Laurie Frankel,,4.28,190668
THE PLAYER OF GAMES,Iain M. Banks,Culture #2,4.28,72674
TRICKSTER'S QUEEN,Tamora Pierce,Daughter of the Lioness #2,4.28,59838
THE WILL,Kristen Ashley,Magdalene #1,4.28,29938
THE EARTHSEA TRILOGY,Ursula K. Le Guin,Earthsea Cycle #1-3,4.28,20753
TEARS OF THE SILENCED,Misty Griffin,,4.28,22158
IN THE CLEARING,Robert Dugoni,Tracy Crosswhite #3,4.28,55876
A PERFECT DAY FOR BANANAFISH,J.D. Salinger,,4.28,11661
THE DARK TOWER,Stephen King,The Dark Tower #7,4.28,173568
LOCKED ROOMS,Laurie R. King,Mary Russell and Sherlock Holmes #8,4.28,15346
THE DARK HIGHLANDER,Karen Marie Moning,Highlander #5,4.28,37386
"FRUITS BASKET, VOL. 1",Natsuki Takaya,,4.28,192795
BAD MOON RISING,Sherrilyn Kenyon,Dark-Hunter #17; Were-Hunter #4; Hellchaser #4,4.28,30060
QUEEN OF SONG AND SOULS,C.L. Wilson,Tairen Soul #4,4.28,10213
SHADES OF MIDNIGHT,Lara Adrian,Midnight Breed #7,4.28,26645
LIONESS RAMPANT,Tamora Pierce,Song of the Lioness #4,4.28,89954
DEFY ME,Tahereh Mafi,Shatter Me #5,4.28,229228
"CAPITAL: A CRITIQUE OF POLITICAL ECONOMY, VOLUME 1",Karl Marx,,4.28,12157
TAKEN AT DUSK,C.C. Hunter,Shadow Falls #3,4.28,50469
THIS BOOK IS NOT GOOD FOR YOU,Pseudonymous Bosch,Secret #3,4.28,22697
THE CAINE MUTINY,Herman Wouk,,4.28,25228
THE HOUSE OF THE SPIRITS,Isabel Allende,,4.28,270606
A PSALM FOR THE WILD-BUILT,Becky  Chambers,Monk & Robot #1,4.28,108305
BLOODHOUND,Tamora Pierce,Beka Cooper #2,4.28,38512
WE ARE LEGION,Dennis E. Taylor,We Are Bob Bobiverse #1,4.28,94515
WHEN THINGS FALL APART: HEART ADVICE FOR DIFFICULT TIMES,Pema Chödrön,,4.28,56073
LONELY CASTLE IN THE MIRROR,Mizuki Tsujimura,,4.28,25188
TEAM OF RIVALS: THE POLITICAL GENIUS OF ABRAHAM LINCOLN,Doris Kearns Goodwin,,4.28,186730
MEDITATIONS,Marcus Aurelius,,4.28,249506
KINGS OF THE WYLD,Nicholas Eames,The Band #1,4.28,51680
PERCY JACKSON AND THE SWORD OF HADES,Rick Riordan,Percy Jackson and the Olympians #4.5,4.28,27261
IMMORTAL IN DEATH,J.D. Robb,In Death #3,4.28,56383
HALF THE SKY: TURNING OPPRESSION INTO OPPORTUNITY FOR WOMEN WORLDWIDE,Nicholas D. Kristof,,4.28,54879
THE QUEEN OF ZOMBIE HEARTS,Gena Showalter,White Rabbit Chronicles #3,4.28,14089
CEMETERY BOYS,Aiden Thomas,Cemetery Boys #1,4.28,91862
WILD SWANS: THREE DAUGHTERS OF CHINA,Jung Chang,,4.28,113229
KILLER INSTINCT,Jennifer Lynn Barnes,The Naturals #2,4.28,68752
WINGS OF FIRE: AN AUTOBIOGRAPHY,A.P.J. Abdul Kalam,,4.28,51338
RED: THE HEROIC RESCUE,Ted Dekker,The Circle #2,4.28,28215
KING OF SWORD AND SKY,C.L. Wilson,Tairen Soul #3,4.28,11955
FOR COLORED GIRLS WHO HAVE CONSIDERED SUICIDE / WHEN THE RAINBOW IS ENUF,Ntozake Shange,,4.28,34027
EXHALATION,Ted Chiang,,4.28,92126
PASSION UNLEASHED,Larissa Ione,Demonica #3,4.28,35987
DAUGHTER OF THE FOREST,Juliet Marillier,Sevenwaters #1,4.28,65429
CITY OF GLASS,Cassandra Clare,The Mortal Instruments #3,4.28,963134
GENDER QUEER,Maia Kobabe,,4.28,59946
FRIED GREEN TOMATOES AT THE WHISTLE STOP CAFE,Fannie Flagg,Whistle Stop #1,4.28,307177
"THE DISASTER ARTIST: MY LIFE INSIDE THE ROOM, THE GREATEST BAD MOVIE EVER MADE",Greg Sestero,,4.28,32919
THE RETURN OF SHERLOCK HOLMES,Arthur Conan Doyle,Sherlock Holmes #6,4.28,64859
THE CHARM SCHOOL,Nelson DeMille,,4.28,38200
THE NIGHTINGALE AND THE ROSE,Oscar Wilde,,4.28,10563
AUTOBIOGRAPHY OF RED,Anne Carson,,4.28,29602
SMILEY'S PEOPLE,John le Carré,George Smiley #7; Karla Trilogy #3,4.28,39018
THE MISSING PIECE,Shel Silverstein,The Missing Piece #1,4.28,30305
EMPEROR MAGE,Tamora Pierce,Immortals #3,4.28,63629
ONCE UPON A CRIME,Michael Buckley,The Sisters Grimm #4,4.28,20430
TRICKS,Ellen Hopkins,Tricks #1,4.28,38927
BAD THINGS,R.K. Lilley,Tristan & Danika #1,4.28,32445
HAROLD AND THE PURPLE CRAYON,Crockett Johnson,Harold #1,4.28,142914
ANY HUMAN HEART,William  Boyd,,4.28,22855
AND THEN THERE WERE NONE,Agatha Christie,,4.28,1361779
RIVER MARKED,Patricia Briggs,Mercy Thompson #6,4.28,88878
HUNTING GROUND,Patricia Briggs,Alpha & Omega #2,4.28,70227
WHITE: THE GREAT PURSUIT,Ted Dekker,The Circle #3,4.28,31645
THE TERMINAL LIST,Jack Carr,Terminal List #1,4.28,52374
FANTASY IN DEATH,J.D. Robb,In Death #30,4.28,26316
THE COMPLETE GRIMM'S FAIRY TALES,Jacob Grimm,,4.28,164764
DARK RIVER,Erin Hunter,Warriors: Power of Three #2,4.28,22696
BITE ME IF YOU CAN,Lynsay Sands,Argeneau #6,4.28,21468
A CHILD'S GARDEN OF VERSES,Robert Louis Stevenson,,4.28,26366
THE SHADOW RISING,Robert Jordan,The Wheel of Time #4,4.28,234142
EVERY WHICH WAY BUT DEAD,Kim Harrison,The Hollows #3,4.28,70863
IF YOU GIVE A MOUSE A COOKIE,Laura Joffe Numeroff,,4.28,297828
REAPER MAN,Terry Pratchett,Discworld #11; Death #2,4.28,102177
THE MOMENT OF LIFT: HOW EMPOWERING WOMEN CHANGES THE WORLD,Melinda French Gates,,4.28,60625
THE PALE-FACED LIE,David   Crow,,4.28,25056
LOVE AND OTHER WORDS,Christina Lauren,,4.27,574831
LOVER UNLEASHED,J.R. Ward,Black Dagger Brotherhood #9,4.27,93730
THE WARRIOR'S APPRENTICE,Lois McMaster Bujold,Vorkosigan Saga #2,4.27,28302
THE SORCERER IN THE NORTH,John Flanagan,Ranger's Apprentice #5,4.27,73798
MILLENNIUM APPROACHES,Tony Kushner,Angels in America #1,4.27,23838
SPELL OF THE HIGHLANDER,Karen Marie Moning,Highlander #7,4.27,27037
"A SEVERE MERCY: A STORY OF FAITH, TRAGEDY, AND TRIUMPH",Sheldon Vanauken,,4.27,21214
THE CHRONICLES OF NARNIA,C.S. Lewis,The Chronicles of Narnia #1-7,4.27,652335
CRIME AND PUNISHMENT,Fyodor Dostoevsky,,4.27,907454
THE PRINCESS BRIDE,William Goldman,,4.27,900986
KUSHIEL'S JUSTICE,Jacqueline Carey,Imriel's Trilogy #2,4.27,19297
UP FROM THE GRAVE,Jeaniene Frost,Night Huntress #7,4.27,32855
THE COLOR PURPLE,Alice Walker,,4.27,687668
THE DHAMMAPADA,Anonymous,,4.27,28532
THE 7TH CANON,Robert Dugoni,,4.27,24829
WOLFSONG,T.J. Klune,Green Creek #1,4.27,71576
MEN OF THE OTHERWORLD,Kelley Armstrong,Otherworld Stories #1,4.27,16450
NOBLE HOUSE,James Clavell,Asian Saga #5,4.27,40322
REMY,Katy Evans,Real #3,4.27,31776
GLORY IN DEATH,J.D. Robb,In Death #2,4.27,65756
THE CABINET OF CURIOSITIES,Douglas Preston,Pendergast #3; Nora Kelly #0B,4.27,51478
DEADHOUSE GATES,Steven Erikson,Malazan Book of the Fallen #2,4.27,73761
PTOLEMY'S GATE,Jonathan Stroud,Bartimaeus #3,4.27,86503
THE NAPPING HOUSE,Audrey Wood,,4.27,46362
TOWER OF DAWN,Sarah J. Maas,Throne of Glass #6,4.27,538255
THE DRAGONRIDERS OF PERN,Anne McCaffrey,Dragonriders of Pern #1-3,4.27,30170
"THE WALKING DEAD, VOL. 1: DAYS GONE BYE",Robert Kirkman,,4.27,230536
"""SURELY YOU'RE JOKING, MR. FEYNMAN!"": ADVENTURES OF A CURIOUS CHARACTER",Richard P. Feynman,,4.27,201648
THE ONE AND ONLY IVAN,Katherine Applegate,The One and Only Ivan #1,4.27,187426
CRYING IN H MART,Michelle Zauner,,4.27,422628
STELLALUNA,Janell Cannon,,4.27,118068
SUCCUBUS REVEALED,Richelle Mead,Georgina Kincaid #6,4.27,22185
A MERCIFUL TRUTH,Kendra Elliot,Mercy Kilpatrick #2,4.27,28397
MIDNIGHT,Erin Hunter,Warriors: The New Prophecy #1,4.27,42971
SEDUCED IN THE DARK,C.J. Roberts,The Dark Duet #2,4.27,55844
CEREMONY IN DEATH,J.D. Robb,In Death #5,4.27,45652
WORDS ON FIRE,Jennifer A. Nielsen,,4.27,10973
CRIMINAL,Karin Slaughter,Will Trent #6,4.27,56724
SECOND FOUNDATION,Isaac Asimov,Foundation #3,4.27,185160
YOU ARE THE PLACEBO: MAKING YOUR MIND MATTER,Joe Dispenza,,4.27,10487
THE 5 LOVE LANGUAGES: THE SECRET TO LOVE THAT LASTS,Gary Chapman,,4.27,430910
STAR WARS: REVENGE OF THE SITH,Matthew Woodring Stover,Star Wars Novelizations #3,4.27,20322
NO REST FOR THE WICKED,Kresley Cole,Immortals After Dark #2,4.27,58753
ANNE OF THE ISLAND,L.M. Montgomery,Anne of Green Gables #3,4.27,174114
THE DRAGON REBORN,Robert Jordan,The Wheel of Time #3,4.27,290915
THE SCHOPENHAUER CURE,Irvin D. Yalom,,4.27,26132
THE ROYAL RANGER: A NEW BEGINNING,John Flanagan,Ranger's Apprentice: The Royal Ranger #1,4.27,34124
IF BEALE STREET COULD TALK,James Baldwin,,4.27,61114
ARTIFICIAL CONDITION,Martha Wells,The Murderbot Diaries #2,4.27,141014
"HOW TO CHANGE YOUR MIND: WHAT THE NEW SCIENCE OF PSYCHEDELICS TEACHES US ABOUT CONSCIOUSNESS, DYING, ADDICTION, DEPRESSION, AND TRANSCENDENCE",Michael Pollan,,4.27,75637
SHANTARAM,Gregory David Roberts,,4.27,216680
THE STORIES OF JOHN CHEEVER,John Cheever,,4.27,15184
MORNING GLORY,LaVyrle Spencer,,4.27,15154
FROSTBITTEN,Kelley Armstrong,Women of the Otherworld #10,4.27,25181
THE VOR GAME,Lois McMaster Bujold,Vorkosigan Saga #6,4.27,25409
THE LIGHT WE CARRY: OVERCOMING IN UNCERTAIN TIMES,Michelle Obama,,4.27,79776
LOST CONNECTIONS: UNCOVERING THE REAL CAUSES OF DEPRESSION - AND THE UNEXPECTED SOLUTIONS,Johann Hari,,4.27,35774
THE BEST AND THE BRIGHTEST,David Halberstam,,4.27,12195
A FISTFUL OF CHARMS,Kim Harrison,The Hollows #4,4.27,57860
THE CONFUSION,Neal Stephenson,The Baroque Cycle #2,4.27,24164
LEAVE IT TO PSMITH,P.G. Wodehouse,Psmith #4,4.27,11300
"CLICK, CLACK, MOO: COWS THAT TYPE",Doreen Cronin,,4.27,92577
CHESS STORY,Stefan Zweig,,4.27,129252
TIGER'S VOYAGE,Colleen Houck,The Tiger Saga #3,4.27,36809
PERFECT SCOUNDRELS,Ally Carter,Heist Society #3,4.27,26295
"GOODNIGHT PUNPUN OMNIBUS, VOL. 1",Inio Asano,,4.27,14990
THE LAST KINGDOM,Bernard Cornwell,The Saxon Stories #1,4.27,100793
THE THIRD OPTION,Vince Flynn,Mitch Rapp #4,4.27,46389
NEW MOON: THE COMPLETE ILLUSTRATED MOVIE COMPANION,Mark Cotta Vaz,The Twilight Saga: The Official Illustrated Movie Companion #2,4.27,166167
THE SOLDIERS OF HALLA,D.J. MacHale,Pendragon #10,4.27,24092
THE COMPLETE POEMS OF EMILY DICKINSON,Emily Dickinson,,4.27,97820
LORE OLYMPUS: VOLUME ONE,Rachel  Smythe,Lore Olympus #1,4.27,133900
INTUITION,Amy A. Bartol,The Premonition #2,4.27,25964
ACADEM'S FURY,Jim Butcher,Codex Alera #2,4.27,70148
MURDER OF CROWS,Anne Bishop,The Others #2,4.27,44282
THE DAY OF THE JACKAL,Frederick Forsyth,,4.27,134397
THE SHOCK DOCTRINE: THE RISE OF DISASTER CAPITALISM,Naomi Klein,,4.27,47856
ON THE COME UP,Angie Thomas,,4.27,96276
CRUSH,Tracy Wolff,Crave #2,4.27,111555
PURE,Jennifer L. Armentrout,Covenant #2,4.27,73604
THE MURDER OF ROGER ACKROYD,Agatha Christie,Hercule Poirot #4,4.27,275810
JUSTICE,Laurann Dohner,New Species #4,4.27,20835
RED RISING,Pierce Brown,Red Rising Saga #1,4.27,439140
BEYOND THE SHADOWS,Brent Weeks,Night Angel #3,4.27,98891
TAKEN BY MIDNIGHT,Lara Adrian,Midnight Breed #8,4.27,23683
PAPERBACKS FROM HELL: THE TWISTED HISTORY OF '70S AND '80S HORROR FICTION,Grady Hendrix,,4.27,10041
THE ROCKER THAT NEEDS ME,Terri Anne Browning,The Rocker #3,4.27,11567
FATHER AND I WERE RANCHERS,Ralph Moody,Little Britches #1,4.27,14538
ALANNA: THE FIRST ADVENTURE,Tamora Pierce,Song of the Lioness #1,4.27,130672
TOWER OF DAWN,Sarah J. Maas,Throne of Glass #6,4.27,538266
MAGIC'S PRICE,Mercedes Lackey,The Last Herald-Mage #3,4.27,21695
BRIDGE OF BIRDS,Barry Hughart,The Chronicles of Master Li and Number Ten Ox #1,4.27,10388
DUNE,Frank Herbert,Dune #1,4.27,1369985
SWORD OF DESTINY,Andrzej Sapkowski,The Witcher #0.7,4.27,185982
THIEF OF TIME,Terry Pratchett,Discworld #26; Death #5,4.27,72013
THE ARBITRATOR,Max Nowaz,,4.27,10897
DEATH NOTE: ANOTHER NOTE - THE LOS ANGELES BB MURDER CASES,NisiOisiN,,4.27,13214
THE SHINING,Stephen King,The Shining #1,4.27,1493711
THE TITAN'S CURSE: THE GRAPHIC NOVEL,Robert Venditti,Percy Jackson and the Olympians: The Graphic Novels #3,4.27,12488
THE RISK,S.T. Abby,Mindf*ck #1,4.26,197736
THE LAST COMMAND,Timothy Zahn,Star Wars: The Thrawn Trilogy #3,4.26,59483
'SALEM'S LOT,Stephen King,,4.26,115496
TO KILL A MOCKINGBIRD,Harper Lee,,4.26,6141418
OUTLANDER,Diana Gabaldon,Outlander #1,4.26,1055920
UNLOCKED,Shannon Messenger,Keeper of the Lost Cities #8.5,4.26,21386
WHEN CHRIST AND HIS SAINTS SLEPT,Sharon Kay Penman,Plantagenets #1; Henry II and Eleanor of Aquitaine #1,4.26,16565
MASTERY,Robert Greene,,4.26,41035
THE NICKEL BOYS,Colson Whitehead,,4.26,246107
SOMETIMES A GREAT NOTION,Ken Kesey,,4.26,22516
LONG WAY DOWN,Jason Reynolds,,4.26,119491
A BAD CASE OF STRIPES,David Shannon,Scholastic Bookshelf,4.26,85194
"BLEACH, VOL. 1",Tite Kubo,Bleach #1,4.26,178081
A LIST OF CAGES,Robin Roe,,4.26,25583
A HOUSE IN THE SKY,Amanda Lindhout,,4.26,64946
THE POWER OF MYTH,Joseph Campbell,,4.26,51256
MATTERHORN,Karl Marlantes,,4.26,43654
SUMMER KNIGHT,Jim Butcher,The Dresden Files #4,4.26,150776
MAXIMUM SECURITY,Robert Muchamore,Cherub #3,4.26,24523
KINGDOM COME,Mark Waid,,4.26,62544
HALO: THE FALL OF REACH,Eric S. Nylund,,4.26,30576
BAPTISM OF FIRE,Andrzej Sapkowski,The Witcher #3,4.26,118514
FALLOUT,Ellen Hopkins,Crank #3,4.26,36938
THE SUN AND THE STAR: A NICO DI ANGELO ADVENTURE,Rick Riordan,Camp Half-Blood Chronicles #17,4.26,35139
SLEEPERS,Lorenzo Carcaterra,,4.26,15830
THROUGH THE ZOMBIE GLASS,Gena Showalter,White Rabbit Chronicles #2,4.26,20201
KULTI,Mariana Zapata,,4.26,134046
THE COMPLETE POETRY AND PROSE,William Blake,,4.26,16516
THE SHADOW THRONE,Jennifer A. Nielsen,Ascendance #3,4.26,33496
WIZARD AND GLASS,Stephen King,The Dark Tower #4,4.26,199789
SAVING GRACE,Julie Garwood,,4.26,28689
SOMETIMES IT LASTS,Abbi Glines,Sea Breeze #5,4.26,27770
MYTHOS: THE GREEK MYTHS RETOLD,Stephen Fry,Stephen Fry's Great Mythology #1,4.26,126367
ORDINARY GRACE,William Kent Krueger,,4.26,156067
QED: THE STRANGE THEORY OF LIGHT AND MATTER,Richard P. Feynman,,4.26,18375
THE SON OF SOBEK,Rick Riordan,Demigods & Magicians #1,4.26,49173
PERSEPOLIS: THE STORY OF A CHILDHOOD,Marjane Satrapi,Persepolis #1,4.26,209026
HUNT THEM DOWN,Simon Gervais,Pierce Hunt #1,4.26,10285
IMPULSE,Ellen Hopkins,Impulse #1,4.26,78777
ONE CHILD,Torey L. Hayden,,4.26,14673
CLOUD CUCKOO LAND,Anthony Doerr,,4.26,215860
V FOR VENDETTA,Alan Moore,,4.26,309221
THE LAST LECTURE,Randy Pausch,,4.26,345880
HYPERION,Dan Simmons,Hyperion Cantos #1,4.26,253699
THE DARKEST PLEASURE,Gena Showalter,Lords of the Underworld #3,4.26,47765
THE SEVEN YEAR SLIP,Ashley Poston,,4.26,160581
THE FOURTH MONKEY,J.D. Barker,4MK Thriller #1,4.26,47059
THE POETIC EDDA: STORIES OF THE NORSE GODS AND HEROES,Anonymous,,4.26,10983
A WOMAN IS NO MAN,Etaf Rum,,4.26,150560
AT THE MOUNTAINS OF MADNESS AND OTHER TALES OF TERROR,H.P. Lovecraft,,4.26,24294
STALKING DARKNESS,Lynn Flewelling,Nightrunner #2,4.26,15537
"ERAGON, ELDEST & BRISINGR",Christopher Paolini,Inheritance #1-3,4.26,35973
MADELINE,Ludwig Bemelmans,,4.26,212918
BENEATH THIS MAN,Jodi Ellen Malpas,This Man #2,4.26,92529
A TALE OF MAGIC...,Chris Colfer,A Tale of Magic #1,4.26,22358
FISH IN A TREE,Lynda Mullaly Hunt,,4.26,74603
PHILOSOPHICAL INVESTIGATIONS,Ludwig Wittgenstein,,4.26,14675
DARK MAGIC,Christine Feehan,Dark #4,4.26,27296
THE SCREWTAPE LETTERS,C.S. Lewis,,4.26,448879
ALICE'S ADVENTURES IN WONDERLAND & OTHER STORIES,Lewis Carroll,,4.26,36264
MAKING MONEY,Terry Pratchett,Discworld #36; Moist Von Lipwig #2,4.26,71589
EXTREME OWNERSHIP: HOW U.S. NAVY SEALS LEAD AND WIN,Jocko Willink,,4.26,81592
HEAVEN HAS NO FAVORITES,Erich Maria Remarque,,4.26,13407
STORIES OF YOUR LIFE AND OTHERS,Ted Chiang,,4.26,105050
FROSTBITE,Richelle Mead,Vampire Academy #2,4.26,355719
